node_id,energy_used,carbon_intensity,energy_threshold,carbon_threshold,claimed_energy,claimed_carbon,honest,efficient,proof_valid,attestation_valid,reward_without_vec,reward_with_vec
node-034,165,87,110,65,165,87,True,False,False,True,50.0,0.0
node-035,46,16,107,53,46,16,True,True,True,True,100.0,81.70516663727739
node-036,55,27,105,63,55,27,True,True,True,True,100.0,76.19047619047619
node-037,109,86,92,57,109,86,True,False,False,True,50.0,0.0
node-038,150,102,95,67,150,102,True,False,False,True,50.0,0.0
node-039,40,17,86,41,40,17,True,True,True,True,100.0,78.00623936471924
node-040,65,16,95,45,65,16,True,True,True,True,100.0,74.00584795321637
node-041,140,81,90,52,111,53,False,False,False,False,50.0,0.0
node-042,152,74,115,61,152,74,True,False,False,True,50.0,0.0
node-043,103,61,83,58,103,61,True,False,False,True,50.0,0.0
node-044,56,20,83,58,56,20,True,True,True,True,100.0,74.51184046530952
node-045,42,19,83,70,42,19,True,True,True,True,100.0,80.56368330464716
node-046,55,33,95,52,16,17,False,True,True,False,100.0,0.0
node-047,73,25,119,42,73,25,True,True,True,True,100.0,69.78291316526611
node-048,112,58,96,46,112,58,True,False,False,True,50.0,0.0
node-049,64,44,88,61,64,44,True,True,True,True,100.0,63.785394932935915
node-050,43,17,84,40,43,17,True,True,True,True,100.0,76.57738095238096
node-051,158,48,114,46,158,48,True,False,False,True,50.0,0.0
node-052,129,73,95,51,129,73,True,False,False,True,50.0,0.0
node-053,73,15,99,59,73,15,True,True,True,True,100.0,75.20972436226674
node-054,132,57,115,49,132,57,True,False,False,True,50.0,0.0
node-055,48,33,87,68,9,12,False,True,True,False,100.0,0.0
node-056,72,30,101,46,72,30,True,True,True,True,100.0,65.87386999569522
node-057,136,95,96,68,136,95,True,False,False,True,50.0,0.0
node-058,56,20,97,41,13,1,False,True,True,False,100.0,0.0
node-059,124,71,115,62,124,71,True,False,False,True,50.0,0.0
node-060,49,28,114,41,49,28,True,True,True,True,100.0,72.18121523320497
node-061,65,16,88,41,65,16,True,True,True,True,100.0,71.7779933481153
node-062,62,32,102,46,62,32,True,True,True,True,100.0,67.41261722080137
node-063,55,42,106,59,55,42,True,True,True,True,100.0,69.23169171730092
node-064,40,26,90,65,40,26,True,True,True,True,100.0,78.88888888888889
node-065,55,32,101,65,55,32,True,True,True,True,100.0,74.07844630616907
node-066,92,95,90,65,92,95,True,False,False,True,50.0,0.0
node-067,49,22,94,46,49,22,True,True,True,True,100.0,75.01156336725255
node-068,111,42,94,40,111,42,True,False,False,True,50.0,0.0
node-069,150,68,97,51,150,68,True,False,False,True,50.0,0.0
node-070,56,26,101,70,18,3,False,True,True,False,100.0,0.0
node-071,102,56,82,43,102,56,True,False,False,True,50.0,0.0
node-072,52,23,118,56,31,1,False,True,True,False,100.0,0.0
node-073,46,26,80,56,46,26,True,True,True,True,100.0,74.01785714285715
node-074,79,25,107,42,79,25,True,True,True,True,100.0,66.66110369381397
node-075,61,41,87,63,61,41,True,True,True,True,100.0,66.20142309797482
node-076,52,28,100,52,52,28,True,True,True,True,100.0,73.53846153846155
node-077,140,80,104,61,140,80,True,False,False,True,50.0,0.0
node-078,131,84,105,57,131,84,True,False,False,True,50.0,0.0
node-079,68,36,117,59,68,36,True,True,True,True,100.0,70.21584818194988
node-080,65,38,93,56,65,38,True,True,True,True,100.0,65.56259600614439
node-081,60,34,90,61,30,17,False,True,True,False,100.0,0.0
node-082,49,15,95,61,49,15,True,True,True,True,100.0,80.95772217428818
node-083,42,29,82,47,42,29,True,True,True,True,100.0,71.7695900363259
node-084,155,99,106,68,155,99,True,False,False,True,50.0,0.0
node-085,46,28,105,47,19,8,False,True,True,False,100.0,0.0
node-086,128,83,113,54,104,54,False,False,True,False,100.0,0.0
node-087,68,34,113,57,68,34,True,True,True,True,100.0,70.04347151063499
node-088,50,38,112,53,50,38,True,True,True,True,100.0,70.91475741239893
node-089,145,85,110,54,145,85,True,False,False,True,50.0,0.0
node-090,156,54,120,47,156,54,True,False,False,True,50.0,0.0
node-091,48,19,97,50,48,19,True,True,True,True,100.0,78.12886597938144
node-092,42,28,94,52,42,28,True,True,True,True,100.0,75.3682487725041
node-093,132,76,106,50,132,76,True,False,False,True,50.0,0.0
node-094,41,39,106,52,41,39,True,True,True,True,100.0,71.58018867924528
node-095,59,39,116,52,59,39,True,True,True,True,100.0,68.53448275862068
node-096,74,49,104,67,74,49,True,True,True,True,100.0,63.92795637198623
node-097,173,99,118,68,153,72,False,False,False,False,50.0,0.0
node-098,111,90,101,61,111,90,True,False,False,True,50.0,0.0
node-099,58,33,88,59,58,33,True,True,True,True,100.0,69.53967642526965
node-100,110,47,81,42,110,47,True,False,False,True,50.0,0.0
node-101,103,58,83,48,103,58,True,False,False,True,50.0,0.0
node-102,56,17,104,48,56,17,True,True,True,True,100.0,77.68429487179486
node-103,154,47,110,40,154,47,True,False,False,True,50.0,0.0
node-104,85,79,84,64,85,79,True,False,False,True,50.0,0.0
node-105,100,96,92,66,59,78,False,False,False,False,100.0,0.0
node-106,63,25,116,70,24,1,False,True,True,False,100.0,0.0
node-107,43,16,87,64,43,16,True,True,True,True,100.0,81.39367816091954
node-108,65,37,99,58,65,37,True,True,True,True,100.0,67.63758272378962
node-109,47,18,92,42,47,18,True,True,True,True,100.0,76.5139751552795
node-110,42,37,99,67,42,37,True,True,True,True,100.0,75.58796924468567
node-111,157,53,114,53,157,53,True,False,False,True,50.0,0.0
node-112,152,95,106,66,152,95,True,False,False,True,50.0,0.0
node-113,60,23,89,53,21,1,False,True,True,False,100.0,0.0
node-114,57,25,110,54,57,25,True,True,True,True,100.0,75.47138047138047
node-115,123,81,95,66,123,81,True,False,False,True,50.0,0.0
node-116,112,89,109,58,112,89,True,False,False,True,50.0,0.0
node-117,116,55,100,45,116,55,True,False,False,True,50.0,0.0
node-118,40,48,97,68,40,48,True,True,True,True,100.0,72.04366282595512
node-119,127,66,92,42,100,36,False,False,False,False,50.0,0.0
node-120,139,79,111,54,139,79,True,False,False,True,50.0,0.0
node-121,130,65,95,49,130,65,True,False,False,True,50.0,0.0
node-122,62,37,102,53,62,37,True,True,True,True,100.0,67.35109137994822
node-123,133,58,109,48,133,58,True,False,False,True,50.0,0.0
node-124,45,27,87,63,45,27,True,True,True,True,100.0,76.35467980295566
node-125,64,33,93,63,64,33,True,True,True,True,100.0,69.70046082949308
node-126,97,85,86,66,77,53,False,False,True,False,100.0,0.0
node-127,106,70,88,48,56,51,False,False,False,False,100.0,0.0
node-128,121,103,120,67,121,103,True,False,False,True,50.0,0.0
node-129,101,71,98,55,101,71,True,False,False,True,50.0,0.0
node-130,119,61,110,43,119,61,True,False,False,True,50.0,0.0
node-131,192,80,120,61,170,58,False,False,False,False,50.0,0.0
node-132,65,34,87,57,65,34,True,True,True,True,100.0,66.40955837870538
node-133,54,34,94,64,54,34,True,True,True,True,100.0,72.35704787234043
node-134,79,38,117,53,79,38,True,True,True,True,100.0,65.19512981777133
node-135,48,20,86,70,48,20,True,True,True,True,100.0,78.90365448504983
node-136,90,60,90,47,56,26,False,False,True,False,100.0,0.0
node-137,146,71,110,49,99,42,False,False,True,False,100.0,0.0
node-138,134,73,84,61,101,55,False,False,False,False,50.0,0.0
node-139,49,17,114,47,49,17,True,True,True,True,100.0,80.21183277342291
node-140,58,24,83,45,58,24,True,True,True,True,100.0,69.19678714859437
node-141,159,51,108,43,159,51,True,False,False,True,50.0,0.0
node-142,117,84,112,57,117,84,True,False,False,True,50.0,0.0
node-143,143,60,100,59,143,60,True,False,False,True,50.0,0.0
node-144,70,31,97,58,30,2,False,True,True,False,100.0,0.0
node-145,149,60,97,45,149,60,True,False,False,True,50.0,0.0
node-146,127,61,85,55,127,61,True,False,False,True,50.0,0.0
node-147,61,27,90,50,61,27,True,True,True,True,100.0,69.55555555555554
node-148,156,44,115,41,156,44,True,False,False,True,50.0,0.0
node-149,74,44,105,67,74,44,True,True,True,True,100.0,65.96304193319118
node-150,169,61,106,41,135,45,False,False,False,False,50.0,0.0
node-151,54,30,93,48,54,30,True,True,True,True,100.0,69.85887096774194
node-152,47,20,87,40,47,20,True,True,True,True,100.0,73.99425287356321
node-153,113,64,99,57,79,46,False,False,True,False,100.0,0.0
node-154,134,72,89,55,134,72,True,False,False,True,50.0,0.0
node-155,69,24,106,66,69,24,True,True,True,True,100.0,74.63550600343054
node-156,48,17,104,46,48,17,True,True,True,True,100.0,79.22240802675586
node-157,147,96,97,64,147,96,True,False,False,True,50.0,0.0
node-158,71,24,97,66,37,1,False,True,True,False,100.0,0.0
node-159,64,29,110,51,64,29,True,True,True,True,100.0,71.23885918003565
node-160,64,29,100,67,17,1,False,True,True,False,100.0,0.0
node-161,52,27,82,50,52,27,True,True,True,True,100.0,70.64634146341463
node-162,126,76,89,55,126,76,True,False,False,True,50.0,0.0
node-163,115,67,86,67,115,67,True,False,False,True,50.0,0.0
node-164,42,30,89,53,42,30,True,True,True,True,100.0,74.05130379478481
node-165,101,77,96,50,101,77,True,False,False,True,50.0,0.0
node-166,60,46,101,67,60,46,True,True,True,True,100.0,67.98433574700753
node-167,150,48,114,41,150,48,True,False,False,True,50.0,0.0
node-168,62,18,85,53,62,18,True,True,True,True,100.0,73.2741398446171
node-169,42,25,108,45,42,25,True,True,True,True,100.0,76.38888888888889
node-170,98,65,83,49,98,65,True,False,False,True,50.0,0.0
node-171,128,63,106,58,128,63,True,False,False,True,50.0,0.0
node-172,71,24,119,67,71,24,True,True,True,True,100.0,76.12880973284837
node-173,61,15,94,54,61,15,True,True,True,True,100.0,76.8321513002364
node-174,44,43,109,68,44,43,True,True,True,True,100.0,74.09943335132219
node-175,56,29,102,58,56,29,True,True,True,True,100.0,73.77450980392157
node-176,46,22,99,46,46,22,True,True,True,True,100.0,76.42731664470794
node-177,148,76,104,58,148,76,True,False,False,True,50.0,0.0
node-178,117,69,81,66,117,69,True,False,False,True,50.0,0.0
node-179,58,29,118,63,58,29,True,True,True,True,100.0,76.20392789884316
node-180,79,31,118,65,79,31,True,True,True,True,100.0,71.33963494132985
node-181,41,24,88,60,1,1,False,True,True,False,100.0,0.0
node-182,100,78,82,58,100,78,True,False,False,True,50.0,0.0
node-183,63,31,106,45,27,8,False,True,True,False,100.0,0.0
node-184,65,24,90,48,65,24,True,True,True,True,100.0,69.44444444444444
node-185,49,29,101,65,2,2,False,True,True,False,100.0,0.0
node-186,148,68,115,51,125,39,False,False,False,False,50.0,0.0
node-187,127,84,103,61,127,84,True,False,False,True,50.0,0.0
node-188,121,81,86,61,72,47,False,False,True,False,100.0,0.0
node-189,69,37,94,60,40,2,False,True,True,False,100.0,0.0
node-190,59,30,106,43,36,12,False,True,True,False,100.0,0.0
node-191,118,102,95,68,118,102,True,False,False,True,50.0,0.0
node-192,159,64,106,58,159,64,True,False,False,True,50.0,0.0
node-193,42,37,111,59,42,37,True,True,True,True,100.0,74.86257443884563
node-194,63,18,103,46,63,18,True,True,True,True,100.0,74.92612916842549
node-195,43,27,103,57,43,27,True,True,True,True,100.0,77.72100153295861
node-196,69,17,97,46,69,17,True,True,True,True,100.0,72.97736441057822
node-197,41,40,93,60,41,40,True,True,True,True,100.0,72.31182795698925
node-198,53,17,101,47,53,17,True,True,True,True,100.0,77.83863492732253
node-199,54,25,115,46,54,25,True,True,True,True,100.0,74.67391304347825
node-200,98,73,89,65,98,73,True,False,False,True,50.0,0.0
